india male ittehadul muslimeen shit come winning seat somebody tell seat winning religious demographic seat,1,1
bjp cell actually getting credit modi get shit irl job tougher raw,-1,0
guess came back bite as pissed trump given defend attack trump already called bull shit past guess arm twisted returned pilot see country trying use bargaining chip suddenly turned santa india stuck script attack military installation pakistan deny intact jumping chest air space still closed black happening soon money puzzling accounted world back kudos government giving shit releasing statement taking back unlike pakistan caught pant,-1,-1
india warmed quota ppl,0,0
lol debate finding talk better finding better,1,1
modi excellent youtube,1,1
number essay like dia,0,1
remember modi usa looked genuinely happy hug president trump something worried anything else right,1,1
scroll model poll code place modi right announce missile test national address archive link,1,0
think link bank account bjp instead addfad hope get something,0,1
right kejriwal upper ante showed country petty even non issue finally degree revealed dispel doubt expecting mit shah personally get involved though bjp asked delhi state leader like harshvardhan show giving kejriwal unneeded legitimacy national politician way achieved objective drama,1,0
whats wrong doesnt speak doesnt speak journal name modi,-1,-1
find tucker wait see post retirement atleast could enjoy freedom flexibility wake every damn day even feeling well sleep every damn night even nice movie like turn three channel five bhajans coffee reminds fast fwd routine scene yamaha movie parent like listening music wanted buy good speaker gave speaker small good month try buying new better one setup showed everything one knob even turn full month whatsapp seems give kick day almost everyday mom talk one thing saw half time end explaining forward patently wrong nevertheless something talk rant every cousin age buying big big ipad etc parent age offer refuse speaker try tried new gas stove even unranked gave spending cpu cycle thinking make happier look like next step getting married soon like profile astrologer approve different rant thread stopping,1,1
nazi fascist filmmaker known explorer innocent woman join terrorist calling vote modi,1,-1
modi,0,0
list modi mit shah follows next,0,0
are look economic mess show fact figure are gala haimodi tumor ulu band raja mann meinarre demonisation mein raise game aur tax nazi chira sake,-1,-1
absolutely jean free one people global health brave enough call mode health reform atm private hospital leave people effective phc service,1,1
absolutely true scientist ready political lt modi given free hand armed force scientist thus way assert globally like old aunt shifting complaining modi set right pak one reason need,1,1
looting year lying machine active fool people vote modi,-1,-1
awesome catch happily aad term bazaar,1,1
age health excuse get rid people dont like typical modi style complete control health condition favorite must asked retire,1,0
agree education doesnt brings wisdom common sense intact uneducated people see visa done modi govt educated one,-1,0
them institute modi modi,0,0
akhilesh took twitter mode announcement mission shaft concluded alleged move prime minister way diverting attention issue,-1,0
agreed modi working style also explained long,1,0
heir kooldeep trade mark new god offside,1,0
stupid people supporting modi mentioning scheme drained tax money actually put backward gdp falling unemployment raising tension religion know youth also voting stupid,-1,-1
tactic wont work modi win,1,-1
voting modi jihad hind,0,0
also waiting forall economist came theory growth effected modify comment,0,1
although modeled government avoided confrontational stance toward china imperative new delhi nudge beijing toward balanced posture india pakistan via,1,-1
also proud prime minister india narendra modi,1,1
big supporter modi seat candidate current work poor good candidate current situation please think,-1,1
term leader name fill place modi looking future keep going give ticket people represent youth dont think attest one face required raising voice behalf indian youth,0,0
deny modi opportunity taking credit,0,1
todaybhakts space scientist telling modi kya ukhada hai till yesterday economist explaining raga,0,0
propaganda machine remote controlled modi shah duo start functioningcongratulation boot linking king,-1,0
telangana bjp leader aka int even care condemn diatribe modi waist bros,0,0
announced modi care family considered poor family isbn program give costing multiply lakh assume manga deduce fund,-1,0
another scripted interview today time puppy wah modi wah,1,0
youagain want see modi prime minister central minister jai modi jai bjp,0,0
waiting second term modi work irrelevant,-1,0
modi better society super india vote modi,1,1
