amazed half people think restricting access gun issue think islam half think islam issue crazy people gun reality clearly mixture two everyone builder patriotism political correctness religiosity thick cant take couple step back connect dot,-1,-1
get saying talk india weather minute even india developed country world sheer heat humidity might enough dissuade going,1,0
scheme generator fool dont know whole congress party supporting,1,1
address nation likely make major announcement ahead today,1,0
might still get bharat patna also,0,0
anyone explain standard tax deduction capital tax gain benefit rollover capital tax gain increased investment one residential house two residential house taxpayer capital gain million rupee exercised lifetime simple term,0,1
congress ally form forming bike gay hai forming true,1,1
congress always centrist lean left right depending fight election,1,-1
creating two hindustan india congress president,0,1
democracy aka heard,0,0
anyone maintain google drive store news article related adhaar,0,0
nexus period sunrise beautiful inch happened,1,1
maroon abdullah family,0,0
give money rich congress give money poor said,-1,0
hey couple hour back counting showed congress rajasthan morning number different despite counting show vary much counting completed,1,0
hidden agenda congress free scheme remonetize gandhi fellow corrupt partner public demonetised taking pain,-1,0
holy fuck exact thing happened los angeles yesterday amazing aoc clearly cyborg clone replicated socialist left overlord,1,1
india high rate child sexually abused dont political party make personal safety education promise poll manifesto,1,0
ironically studying radio gandhi university,0,0
quality,0,0
looking ahmadinejad,0,0
must govt india summon racist ceo quota incarcerated inquiry fine evil organisation capt ait vadakayil,-1,-1
okay successive government fault started vajpayee holy shit fuck wrong anthony seems deliberately delayed cancelled procurement,-1,-1
scientist ready test obviously congress led upa govt sanctioned development antisatellite system read ordo chief said,1,1
seems like backup dev environment actual infrastructure guess much monies left paying cell salary,-1,1
sir congress look berozgaarsyou take care berozgaars,0,1
stop politicizing everything josh sake atleast development country,0,-1
familia papal saraikela jharkhand india road school public transport drinking water visit channel do office public transport deprived basic amenity,0,-1
thanks ama question stance electoral bond believe electoral bond provided legal method anyone bribe party power think done congress try remove electoral bond system tagging bill regardless whether power next term take rti diluted regime congress strengthen next term,1,1
bold decision appropriate addressed nation pro congress journal getting worked nothing cool,1,0
news anchor trying hard imitate arab,-1,0
reality govt done little tackle issue work woman economy,-1,0
think latest missile shortened mig destroy rafael miss pilot moreover mig old stand rigorous,1,-1
vote congress corruption lesser evil communism,-1,-1
waiting mahagathbandhan headed rahul gandhi team dirty politics,-1,-1
congress stupid,-1,-1
trying ban non biased news source realize reddit work right,1,-1
