ballot airstrikes,0,0
bhujia far dont think able hold versus belgium process loose flag someone need belgium talk ask stop line someone quickly mod belgium banned becuase belgium people decide invade trying pixel virus indian green belgium much,1,-1
current theme song injustass missing booty on world order,-1,0
doubt safely say people died nationwide bank line single banking day people died elsewhere exact time span people died elsewhere mean could round still think people overlook somebody dy waiting line considering extreme heat dehydration chance pretty bad shape would died soon anyway,1,-1
strange feeling tomorrow supreme leader might talk may word owning happened importantly impressing intent right thats way play safe world talk shit job demon anyways election next day bjp directly get benefit campaigning got today evening smart might want save gujarat election would need,1,1
tongue utm source share sheet igshid hzlcfen two hour ago nominated sonamoo new sun challenged himchan daehyun post upload expect zero participate time hospital injured arm past day,-1,0
maroon aise automated pagoda making machine manage hai make india telet aap parade banaiye parliament same beehive mai aur mere shagirdon maroon khayenge romana roger bad cheek hai,-1,-1
red alert political party beware promise making winning election indian spare fulfill timely going question harshly fulfilled,1,1
somebody started learning python would like know long take get good please answer many thing learn feel like take forever,1,1
team standard rate fiedorwicz,0,0
terror attack people forget frequent brutal terror attack upa term improved electricity infra maybe nda continuing whatever upa seen massive difference across multiple city town lot debt restructuring discogs almost always power many town highway much better highway much faster pace feeling maybe completely wrong,1,-1
scientific evidence enhances productivity said pradesh spokesman group case hand agriculture foreign company,-1,0
think great advice amateur interested photo video business startup cost heck lot le lot business cost start understand people spend sort money tuition photography film school entry level equipment serious living buy nice pro gear start earning money seen friend blow lot money various failed business spend fail still gear biggest loss word,1,1
way disagree new video entirely fellowkids however observed good business heart air business social commentary get many eyeball dead meme video making thousand people feel like belong elite meme class look comment recent video,1,0
expect comedian get ahead push boundary always rediscovery audience grown result seeing new joke remember air got roasted roast comedian stuck push boundary get called arch diocese deal fallout suffer need get enough power fight back cost money mean large audience turn mean appeal mass market position comedian helped unless comic ready war fight freedom court system going constantly hit barrier,1,0
wonder whether consent taken singh legally okay,1,0
teddy going take oath tomorrow cannot believe happening real sense knew exactly would happen,1,0
aap bhagwant mann vowed quit drinking say party ready get dissolved stop modi via,1,0
aka sana tho kai poor nazi yoga better sell medicine modi back,1,0
alone last time modi bjp name like bin post kia tha delhi mile hai kam ko desk hum voter dek lange dont forget vote bjp,0,0
abbey cup watch namo say repeat kao dil modi pair,0,0
abi loot sure nei hui need defeat modi govt first dont sound like patron,1,0
abhisar sir app logo comment shaman mat dia are sab modi brain wash chwkidar hai work very well make continue,0,0
alpha den abt manarega everyone saying scheme disastrous india happened run jailed praise manarega possible debate vote everyone like modi,-1,0
actually trying make name using modi,0,0
add people also call raw agent isi agent modi agent,-1,0
agree feu modi cancer kicked election,0,0
aggressive violence provoking man tendency thing age modi choosing people national leader absolute threat secular state nation though left hardly secular element,-1,-1
akbaruddin waist slam modi chowkidar campaign promise provide cap whistle,0,0
many story tell common man story modi one story many people awesome story,1,1
opposition party leader courtier broker kee mali band choke hai laura game main yeah log due modi sabha swath sabha visa poor people direct benefit mass support public modi choir thagbandhan,-1,0
liberal invited india speak hindu modi mean nation,0,0
reason vote modi,1,0
alone cant anything cant race present politics better join modi something betterment,1,0
also anchor asking modi implemented gstdid work infrastructure electrification ujwala etc tenureall election,0,0
also fitting reply people say modi doesnt talk medium,1,0
also wondering modi find april,0,0
always enjoy killing innocent life number life lost yemen countless worried whether hijab repressive shame liberal attitude,1,-1
mit malaria silent modi opted two seat damn anything others cant foolish view supported fool time,0,-1
mit shah may destroy power empire bjpmodi govt ensuing lok sabha election bjp already lost power various estate recently election modi depending wholly solely upon mit shah rather r,-1,-1
know blow trumpet albania dani bjp payment come,1,0
sends apology letter modi reading blasphemous letter received,0,0
thanked back meeting back modi haat men kya aya lawson,0,0
gonna blame modi unemployment,0,-1
fake promise modi made campaigning hasn,-1,0
stopped modi govt spent crore minority ministry providing monthly allowance hindu punjabi,-1,0
would like tell one one candidate win maharashtra ambedkar may shall experience,-1,1
yes love get exceptional news great triggered scientist always capability upa government didnt ball salute great scientist vote modi give freedom scientist armed force,1,1
another reason could modi sitting gujarat hence appropriate contest one seat gujarat allimportant state seat hinduism varanasi,1,0
one talking absolutely candid frank interviewed like rajdeep sardesai never ask sticky uncomfortable questionsonly anti modi one,1,0
anything modi anybody modi,0,0
always honourable shri modi,0,0
taking stab modi popular figure recognize fact folk like hard radio playing dirty caste game played decade,1,0
okay fact bjprsshindutva combine want ultimately amend constitution india establish hindu astra christian muslim considered secondclass citizen asks hit kumar,1,0
really dumb always make outrageous comparison btw assault gave contract reliance modi though doesnt really matter giving contract doesnt equate privatising army,-1,-1
arab asking debate today usual style date today answer coming little brat shouted,-1,0
arab interviewed modi pretty sure twitter filled blue tick idiot tagging asking question,1,0
art collection belonging fugitive billionaire jewellery nav modi raised million indian tax authority,0,0
ask modi eager war start sending happy message asking peace want peace dont misunderstand weakness,1,1
asked modi didnt kept sat secret quite obvious kept secret huge corruption multiple scam pseudo surgical strike vara land deal illicit loan offender suffering people muslim appeasement,-1,-1
award winner modi congratulation,0,1
ballot disaster mode ballot airstrike killed crow tree pakistan return india lost mig pilot became pow also selfdestroyed helicopter killed airforce men one civilian,-1,-1
bastard like cultivated openly mode reign cant address divisive statement shirt told,0,0
became modi wave real r bjp karyakartas fighter like army,-1,0
modi would know get money,0,0
nation safe hand vote support modi see country stronger every front,1,1
best part modi corruption called liberalssupporting tukdegangsupporting naxalsgetting foreign fund drive anti national agenda hiding society coming openwhich good fight open rather hidden enemy,1,0
hai modi team nazi haiitna kyun nara hijab ryan nazi hai kyun until karen late cricket mini store ran kovi finalyear as get wiped one giving idea thismind,0,0
bhi chokidar vot modi,0,0
big riot history modi power behaving,0,-1
bjp calling people anti national biggest irony,0,0
bjp main election plank modi india modi antiindia modi modi modi worship fill stomach forget job economy infrastructure blind chart mantra,-1,0
bjp need tone anti modi anti india talk people justified outraging remark,1,-1
