jumping win expect corruption case naturally corrupt party investigated send dama jail,1,1
bjp mp la deposited disproportionate amount money nov department supposed catch automatically mean whole point demonetisation move right,1,0
know believe moment indian news channel pakistani news channel lol seem biased anyone provide genuine report confirming happened,1,0
donghyun boyfriend utm source share sheet igshid some euijin also nominated rockhyeon someone else already linked eta boyfriend jeongmin utm source share sheet igshid posted nominated donghyun eta boyfriend kwangmin youthmin utm source share sheet igshid,0,1
dont mind number one youtube hate thought here gonna fucking people think win obviously corporate got money already enjoy content still getting money youtube view independent content creator giving entertainment freely,1,1
made request urban namoarmy hell moon dare prevent people speaking freely bastard presenting evidence paid volunteer tucker,-1,-1
ilk yet destroyed modi govt kon kon,0,0
ind think prospect massively better tie india never understood tightly linked given common heritage political economic system issue china,1,1
knew someone would come,0,0
one reason never able trust bjp government,1,0
personally glad holder black money actress home suffer love modi,1,1
president open third eye receiving trishul modi need become god become chawkidar president vannakam public,0,0
queen,0,0
rather unfortunately narendra modi stopped travelling,-1,-1
sacked bef japan say contest poll modi varanasi lok sabha election hindustan time,0,0
organisation centre accountable governance mentioned analytics please elaborate kind data gathered analysis done bjp modi campaign take decision based research analytics work modi campaign whole also work specific seat constituency see future election decided social medium perception formed site twitter toi comment section kind fundraising give receipt money collected thanks,1,1
indian way celebrating hindu new year yes feeling happy current generation hasn forgotten traditional value atheist culturally hindu,1,1
would funny kejriwal becomes modi make bed delhi,1,0
know far true video going viral whatsapp beggar told man though wanted help change modi told bjp parivartan rally moradabad beggar asks worry take swine machine asks debit card prime minister said crowd burst deal laughter amidst chant modi modi audience prime minister referred hundred village power even year independence modi used whatsapp example connect people wrong try explain benefit digital simple way left liberal intellectual spin statement try make fun modi fact crowd laughing modi able make people laugh also get message across proud,1,1
proposed upa government failed bcs intention india ability take decision make team member leader modi munkhin,-1,0
number time piece shared started daily column piece rejected different editor emotive though think reason something else shared,0,0
absolutely seeing chowkidars reply sure couldnt think like seriously cant even tell one promise modi fulfilled,1,1
according bjp world great scientist modi,1,1
minister important slur opposition drag modi ndtv news,0,0
handful modi hater india nobody would want paris chinese,1,0
modi vote modi,0,0
agreed gadkari face uphill task modi isnt going take lying bjp led minority govt put gadkari driver seat modi wanna bos fair mean foul reckon would rather sit opposition side time,1,1
air india boarding pas feature image modi vijay rani spark row violation poll norm financialxpress,0,0
credit go ordo modi delivery possible super clean govt past yearshead ordo acknowledges govt mode contribution shut congress tude gang,1,1
lutiyans prostitute trying minimise credit modi govt mentioning near good nothing responsible worst defeat chinaonly due wrong policy decision,-1,1
modi retreating,0,0
already done modi government implementation worse kannada,-1,0
stigma remains country make country stigma save country modi bring,1,0
also antibody,0,0
also way tweet done seemed weird modi that else ud hav used chowkidar,-1,0
although brilliant ever countered santana gupta rightly think waste much time analysing mode ralleches bjp decided use pak kind bogeyman scaring people sinister design may right still,1,0
always modi marker lifetime,0,0
alwayswin amitshahagain modi victory hand,0,0
amitdear dear modi mit sensitive period election bjp mpsmlas office bearer need remain calm follow restraint,1,1
seen modi gov,0,0
right abt gang credit the abt denying either credit clearly blog scientist technician mode address nation hitting everyone much didnt india the mean taking credit the mission,1,1
muslim friend vote band thats exactly sayinglooking certain muslim dont spread muslim hate modi modi hate muslim,-1,1
and chart leave modi watching video,0,0
another matter man moran singh made nobody first family ready,1,0
answer will value rupee rise modi government come power,0,0
alaska pay god wish come true god bless guy beloved india hardworking modi,1,1
order unique person overnight levelled trump netanyah modi altogether really massacre terrorist handled thereafter honoured able see person hua sydney,1,0
space power think like space opposition full power modi,1,0
going something bluetooth api making void app headset connected sco mode way intercept hardware call button call always hung sco end app receives disconnected state broadcast way answer call also disconnected state way whether error explicit disconnect result none big messenger apps whatsapp slack instagram handout handle however system dealer work perfectly expected apps may possibly already also much needed thing wouldnt far io callkit atleast app could tell void app already call would helpful nothing would able tell apps end talking,1,1
telling vote modi instead,0,0
arent giving modi idea engineer new strike create another linguist surge,1,0
auto respond react every action please let know getting visibility love modi feel many people butter bread dislike modiatleast complain koloss,1,0
ball ran away contesting seat unconstitutional modi contested seat rubbish yar,0,0
ballot pilot project real project yet kickoff statement indicate something,1,0
basically dont care fake liberal think love modi driven country patriotism country welfare nation safety kind india give child fake news,1,1
been serious knowledge come caste politics although party mostly based bsp getting la raj chattisgarh,1,0
best wish nominated candidate bengaluru south youngest mode govt work success,1,1
hai sanjukta base top contender list mein hai nazi modi that dont want great raga get married many intellectual kid hindutva modi must resign,1,0
big achievement modi right take pride share pride nation people suffering modi phobia make noise take away credit scientist gave ahead path breaking technology,1,0
big bang happened modi parted rally,0,0
biggest comedy indian political history modi,0,0
bjp funded news channel good choice modi willie minded peoplelove shouting,1,0
bjp sister organisation would like request love country please dont support narendra modi mit shah mapdata banerjee,1,1
bravo modi enjoying star life poor army people fighting pakistan pakistani army well trained india poor army getting good food eat,1,0
brilliant post hopeful single nerve cell aap supporter share available able give proper reply,1,1
