add source self post please hail supreme court detailed article strike section act need know controversial law strike section act need know controversial law html,1,1
better sign guess rather changing brand name,1,1
burial use karla way cong might paid way modi might paid dog,0,0
usually care survey always enjoy thanks setting displaying nice pretty like end,1,1
longer bjp supporter either hate term that fuck bjp fuck audacity celebrate janmashtmi grand way child die reason fucking hospital favouring cow human refusing admit mistake hilarious one man cannot change shift party hope every wrong person ots hell even though exist sadly,-1,-1
modi best,1,1
said tear give take word कतई translation advance jee said done bjp huge favour son serving mother ever called favour like india mother bjp also mother son never mom favour son dedicate mother,1,1
sure cell lurker community small really demographic anyway find worth showpost sure watching,1,1
like somebody friend,0,1
point news need truth weak hand sell utc would comical people losing life saving,1,0
national security situation manufactured modi,0,1
gave opportunity young dynamic erin election along modi mysurukodagu say dont talent,1,1
like modi okay expect view plz,1,1
aah pak never elected seed lost seat india genocide worshipped tallest leader india modi,0,1
abbey caution togadia modi never friend modi arrested literally let police loose hp worker created rock removal illegal roadside temple,-1,-1
abhinandan dude look happy problem,1,0
according anyone speaks right bcm modi that must appreciate never double speak,1,1
according modi bjp supporter patriotic oppose country patriotic,0,0
according news channel modi become guardian galaxy,0,0
according happening time government year old poverty mode year govt tell,1,-1
ndash talk doe bollock,0,0
modi addressed nationnewsroom analyst are hum are are kya bold bold kya,0,1
proving fail logic give respect college university passed may like modi fine issue dont display stupidity social medium cheer,-1,1
agree modi failure even stop terror attack below terrorist targeting camp,-1,-1
air india roll back boarding pass picture modi criticism via,0,-1
choir thug scamsters corrupt trying stop modi resume business corruption,0,0
modi chart mention suck as done,0,-1
newspaper bangalore today talking everyone talking bigger modi bangalore people think whatsapp video giving speech english made cut became famous everywhere simply super,1,1
proud achievement india great scientist equally proud political beloved modi nda arab dont leave about gang always,1,1
already modi skill india,0,0
also want modi,0,0
ample reason vote bjp modi bring back power save nation,0,1
crore population india result love sex including trek fate modi,1,1
curious mind educated enough believe bluff modieducated enough understand who good who choir cheating also know benefited polarization people religious belief,1,0
modi say dont discriminate hindu muslim party sab swath sab aaa visa,0,1
mr mean shri modi,0,0
modi joker want see chair,0,0
accusation stop modi regarded dallas,0,-1
time target literally khalayi makhlooq narendra modi take poll battle space,0,-1
unlike use military vote bank weapon program initiated manmohan singh good luck recovering delusion memory loss,1,1
bjp friend pakistan birthday wish karen wha chase date coach nav modi vijay malaga medal choose scamsters helped flee country friend like public interest served,0,1
announces mission shaft india space power,0,0
anti modi gang scared bright star nudge junk soil bjp building future leader also know win hand take task lok sabha,1,1
time spreading false news modi face problem sir muniaraj varagunaramapuram,-1,-1
anyone contact relevant authority take time put effort report,1,0
app poly israel nation big choke han sorry say india independent state modi made indecent learned lesson past must enjoy lollipop america,1,0
waiting full supporter modi sir,1,0
feeling happy incident see opportunity bash modi pathetic really wretched creature,1,1
arab give sometime many scheme many scam modi frameless,1,-1
arab tell ravi republic sold medium modi equally need given questionnaire tutored interview,0,0
