opposition party used choice slang honourable modi time come teach lesson voting large number,1,1
medium dog say morning modi said morning,0,0
seriousness performance swing really bearing happens south africa india batsman bowler strategy hui maybe panda team test none actual batsman saying thoroughly enjoy shitshow without picking impending doom,1,1
bjp biggest party maharashtra demonetization done nothing,0,1
credit sha given near modi shi haiambani like broad day light chorimedia rand sarah band dia supreme court bought outsimply buy bollywood buy cbi buy aur india cri ur,1,1
think anything whataboutism standard technique often used deflect criticism question whatabout question adityanath whatabout party beyond hope,-1,1
sat credit ordo iso raid blame modi,0,0
glad donation went creating new wave politics awesome job damn work wait get back hotel,1,1
someone plz explain layman term,0,0
interested obvious fake news iranian debunked,-1,0
point catch eye modi male,1,0
modi gov buy song loyal system people habituated song corrupt regime desperate helpless rule law,-1,0
much spent launching modi,-1,0
aap laga hai modi japan hai baki sab bude game hainevery son kick old father,1,0
modi sir,0,0
absolutely glory modi,1,1
acceptable every fan open modithemed cafe tamil nadu thoothukudi,0,1
accepted worker bjp thats much objectionable holding constitutional post cant make statement statement want modi return election propaganda,1,0
actually getting good start yogimodi took year get attention vulture,1,0
adityanath name ballot,-1,0
air india goal withdraws boarding pass modi photo poll code violation,0,-1
air india goal withdraws boarding pass photo modi,0,0
modi wanted rule india decade therefore innovative ability best jump offer before innocent people india confident modi continue india turn pure hindu desk proud,1,1
agreed isnt anyone talking real reason announced pm female sign international security concern pretty close nuclear arm obviously world want peace assurance modi directly,1,1
agreenever ever president pm tried claim credit achievement modi reagan kennedy putin,0,1
airport manager soup boarding pas mode pic,0,0
foolish dont know modi,0,0
chowkidhars modi get shock treatment election result,0,-1
opposition fallen rally modi happen next toh election din dur hai,-1,-1
also fan narendra modi,0,0
also wtf wrong modi making biopic fringe move get stupid vote saw trailer say india wake smart,-1,-1
amazed shifted stance india corruption india modi,0,1
mit shah look like tension line nazi done guy,0,0
know certain verified modi posted twitter thought page managed cell possible idiot end yes,-1,0
modi better pakistan,0,1
tweet anything modi government truth arrest day,-1,0
would probablymodis conviction track record executing who belief far far far superior moon existent record raga mean even comparisonalso brouhaha settle please compare administrative track record,1,1
andhra pradesh high court stayed release film ntr shouldnt supreme court biopic modi,1,-1
another counter factual question high flying intellectual today sympathy towards modi find difficult digest india today owe great deal near legacy let answer question,1,1
antibody group political boss epitome intolerance reign tolerance winning otherwise intolerance know boundary,1,1
anxious waiting address modi going give next min,-1,0
anybody modi,0,0
gujarat happened modi became time fault gujarat keep know thats reelected thrice became kickoff hater firsemodi,0,-1
