bolenge mile hai private sector people become entrepreneur stand india scheme loan alias ask data say released yet say low job growth rate show rate tap head,0,0
ali show hai desk chowkidaar choir hai,0,0
huff paper bag turn around quickly diary hear work great nice little rush chanting kind hyperventilation targeted object hallucination want achieve rapid depersonalization silently paying attention suggestion realistic way start waking also interesting,1,1
indefinite semi protection persistent vandalism page subjected vandalism request semi protection,0,0
lake peg alive,0,1
apparently similar incident happened iran pulwama attack similar pattern cm guess pakistani terrorist,0,-1
sat missile proof reality going rather,0,0
responsible ministry announced successful completion entire congo ecosystem battled like hell running around given credit near upa mm since argument holding appreciation scientist ordo even blaming funny fellow,1,1
best post read today thanks quality post,1,1
republic top continues week right covering half screen since morning,1,0
question indian army responsible human right violation kashmir,1,0
congress haat maa lakshmi hand promise misuse money insult maa lakshmi,0,0
decision actress rmala matondkar join congress today via,0,0
demagoguery weak opposition importantly able convince enough people support party support nation automatically anyone support anti national,1,1
difference development india government,0,0
farmer suicide doubled income,0,-1
hahahaha chutiya raga chaprasi banned kayak nazi aur ise banana hai equally moon ppl see leader want become lol,1,0
iran genuine article captain allrounder oxford nathan one question credential,1,0
india country everyone feel persecuted ask person religious slant hindu muslim christian atheist terrorist kashmir naval called secular intellectual everyone feel pushed fuck happy country,1,-1
india election commission always known one country respected institution many find conceivable allowing biopic tea seller became released election campaign,1,1
one eyewitness incident claimed attempt kidnap take nepal link turn anti seth an passport case lucknow kuldeep claimed kidnapped,0,0
playing devil advocate commented elsewhere victim oppression demographic reversed curious know since would reveal hypocrisy,-1,-1
public service message asking traveller give respect soldier nation giving creep zoo runaway acceptance fact message encourages nationalism synonymous,0,1
parade patel thought thing radar patel took force hate banned r said speech fill communal poison wrote banning sang final result poison country suffer sacrifice invaluable life gandhi patel r ban,-1,-1
slated address mega rally along delhi chief minister telugu desa party tdp chief nadu visakhapatnam sunday evening,0,1
average crore rupee per day wait till come back jump defend exorbitant spending blame year congress said suggests achievement nil need publish ad heavily project success afraid going close rti procedure soon sure,1,1
india may finally counted among developed,-1,0
election fight power soul india cherished value secularism diversity pluralism attack exclusive interview,1,0
story federal dynasty politics analysis topic complete surprise though reality based research political scientist,1,0
guy win next election know politics optic substance matter demonetisation destroy casual informal labour crush economic activity poor long spin necessary pain kill corruption let ignore fact black money even cash begin people lap go funeral let make sure photographed everywhere everything becomes photo campaign permanent even though fan democracy understand serious argument since system tends promote penal narcissistic people power best exploiting mass medium create image people really fact figure economist box,1,-1
vote development,0,0
want vote say congress corrupt win smear term file charge,1,1
web series trailer give insight incumbent life,0,0
else sir rata tata endorsed,0,0
yahoo standard diagram starting complicates decision play hightower need one s cin picked couple week back looked good dallas really know anything cincinnati secondary currently look safest play role got broken rib worried flare take game possibility get work matthew diagram run stout splitting rep hightower,1,1
troll army including early officer man followed harass journalist false,-1,-1
