confirm saw trend yesterday paris definitely pushing anti medium anti modi agenda social medium trend,-1,-1
know support every single one count,-1,1
everyone demanding something noticed sub democracy,-1,-1
fate pari hai ink find put time show the the modi next,0,0
christian worth exposing sucked head people case right privacy aadhaar info shared like member gov le,-1,0
issue impulsive slender especially time year dont known photography way stop buying junk need making buy expensive equipment might use say though pretty solid set mostly impulse purchase feel like asked shoot sport event outdoor portrait session award ceremony back back feel equipment smallest gear pack say hinder photography ability definitely living outside mean right need real back little,1,1
john johnny fucking idiot,-1,-1
kinda loud though fyi shit parlbox something least treadwell park epic quest across manhattan section completely accessible single green line involve bone cracking cold,-1,-1
laughing putin boyfriend awesome,1,1
may wrong guy think housing result fall real estate price,-1,-1
mean sound like something would least little self control discussing international relation best way handle thing wait afterwards nobody looking,1,1
minister modi cabinet went pay respect one killer akhlaq dari father indian air force employee body killer draped national flag evidence one need see cow terrorism state sponsored modi would fired minister,1,-1
think tejasvi need understand opposition opposing modi also stupid policy communal tacit approval also opposing modi joomla brazil selling tejasvi toh poor angrezi jhaadne wall modi nika,-1,-1
trojan inside party,0,1
usual people salty sub calling modi hypeman,-1,0
modi surely nav,1,1
modi came aap adult also judge missing,-1,-1
election make history corrupted politician india join hand defeat honest man india sure ultimately truth prevail modi,1,1
vote modi matter,0,0
opp led someone smarter,1,1
per monthwhat new modi,1,0
million population eligible voting voted roughly around million people voted le population modi secured votespease check math dumb,-1,0
modi possible,0,0
aap much mein hee shankar,0,0
abb nazi bold vote kharidne like halo abb toh main that hate modi criticism based substantive issue personal hatred hate even cost nation,-1,-1
abe sir see muslim behind hit muslim gathering vote modi say talking abt secularism,-1,0
accepting truth best way analysis improve know taunting modi supporter,1,1
according scotiabank high yielding rupee likely advance modi win second term india,1,1
according narendra modi like constitution follow otherwise anti indian,0,0
acre din come modi go,0,0
add three movie accidental prime minister uri render modi way propaganda hope bharat understand modusoperandi,-1,0
became evident advantage shortlisted modi tried piggyback artwork scientist tried paint hero confirming hasn fulfilled even fraction promised wasted mandate,1,1
timeline flooded pro modi post specially fake one would like request friend relative act responsibly remember arent narendramodi,1,1
verdict giving clean chit narendra modi sat announcement burial record highest sale,1,1
agree voter turn chance modi bite dust,1,1
agree sagarika able test seven freely fascist modi sud rising,1,1
agree translator modi destroy nation mit shah translator good karnataka rally,-1,1
agreed remember modi promise claim compare actual work done,0,1
admins akbaruddin waist mock mode chowkidar campaign say provide cap whistle really want chowkidar,1,-1
anti modi burning today message think modi leader bjp forget full time responsible everything whether good bad poor opposition,1,-1
scheme modi bpl also fake,-1,-1
banking mess happened nosemodi cleaning upland guy audacity advise fact investigated role scam gov rbi scamsters got loan phoneme,-1,-1
also modi shirt iam going wear going vote poll booth one try threaten उधर,0,-1
also surprised theatrical modi,1,1
always appreciation whatever modi,0,1
meth meet jane use band diana apni strength kerala main,1,1
compelled modi give time unable give time southern india bjp want recovery,1,0
good getting serious altar expect drastic action would advantage hindustan thanks modi international relation,1,1
modi sacrifice indian soldier,0,0
opposition politician saying thing also however yes modi fulfill basic promise suffer loss due cm like nothing zero,-1,1
called coach modi changed name nasa,0,0
would request little fair playing cricket sum support modi like pole attract eachother one cheat whole country cheat whole match first passing release ball today act,1,1
take clothes run naked modi wear clothes,0,0
andhra pulled nda chowkidar questioned corruption modi india news,0,0
answer narendra modi sure winning election,1,1
appreciate modi foreign policy taking hard step pakistan matter criticize modi using brave soldier martyrdom political use,1,1
proud scientist achievement would fair announcement made scientist behind modi make announcement take away others credit poll plank modi,1,1
proud modi scientist successful launch anti satellite missile india becomes country world posse technology,1,1
artist made several painting based prime minister narendra modi created painting different message written inspired simple lifestyle,0,1
arundhati roy explains corporation run india want narendra modi prime minister via,0,0
around kejriwal slowly relist publicity action modi much popular general public become hard avoid,1,0
assam rest northeast suffering infiltration due cong policy modi high voltage,-1,-1
bc modi opposite robin hood rob money poor give richer,1,-1
modi think india first thing family first,1,0
modify hindu working hard feed child party told produce muslim anyways bagairat christian busy converting hindu sikh people well running dhaabas canned want start google india instead kya modify,-1,1
better must ask question modi informed ask answer attending atleast one public press meet,1,1
hai aap decide karla opinion modi nervous resorting theatrical get public attention btw today happy world theatre day,1,1
hai failed scheme better answer present yr old tell one benefit got modi proposed speech,1,1
biggest victory varanasi mode victory margin break record previous record history independent india save,-1,1
