mit shah source humnein internal branch hai heard hmm,0,0
bjp digging grave going way far,1,-1
common normal dear leader stopped low bihar election party still lost ended power chess move man even machinery make absolute disgrace post hoped bjp could find decent guy sum,-1,-1
currently running magna modi combo worth upgrading script line would best combo,1,1
get point clarifying voted trump wanna wear shirt say fuck modi yes advisable wear home freely wear south india say north,0,1
usually agree thackeray political speech one intelligent heard,1,1
facebook verge declining username modi supporter still fighting beef unmanned new delhi,1,-1
government run whatsapp forward,0,0
haha see thatthats great even employed cant understand feeling medical understanding feeling who raga employment minister,1,1
home america built using brick wood wood shown many hollywood film house built wood wood weaker choice,1,-1
lal singh kyu nazi maria old age venom spec everyday,-1,0
lost abv youth even recover mit shah,0,-1
man league per watkins jax coleman ng,0,0
matter fact folk theatre drama around varanasi called nautanki enjoy show,1,1
see modi win thinking guy go noble,1,1
took billion buck one dollar bill actually burned could least keep people warm,1,1
think movie look crappy propagandist even release going damage bjp help take vive modi career,-1,-1
think describing called event arising passing away become aware experience arising void completely passing away void process happens quite naturally without involvement congratulation stream entry seen creates deep understanding characteristic impermanence selflessness suffering point creates huge shift practice noticed might like check dharmaoverground little work order lock seen requires change type effort put meditation towards basically deeply relaxing allowing mind innate intelligence work whereas previously needed put lot effort stay object mediation right brief moment consciousness cease entirely rihanna mean blown like candle brain mind reboot get see reboot process seen reboot process get even deeper intuitive understanding suffering arises dependent originating way next bit actually le difficult le wow already done think going one gap clip experience complete process attain rihanna first path afterglow event last eventually slide back towards old state mind really good time keep practicing finish process afterglow make lot easier change vimalaramsi super good job explaining detail actually get rihanna video flag high five,1,1
think send tamil colleague comment one tamil edgelord representative everyone,0,0
modi kola come part,0,0
using requires reading rain,-1,0
keep head losing blaming trust men doubt make allowance doubting relevant reminded,-1,-1
psv launched historical mangalyan launched india join elite club country launch mar probe india first antisatellite missile successfully tested and chart modi made india space power,1,1
loan given mura average size completely inadequate even create one job let alone continuously claimed modi,-1,-1
abe balkan hate india nothing modi religionist pakistan think responsibility make india islamic country helping,-1,-1
modi toosome side govt know better doubting,1,1
acting defense secretary patrick shanghai warned use antisatellite sat weapon like one india tested,0,0
actually manmohan singh powerful compared modi abashedly tell lie amongst medium get away intact one close eye,1,1
advance deserved president india modi disrespectful god punish modi,0,-1
modi removed name voter list aap allegedly call people ask vote pretending radio channel,-1,1
mode address nation mission shaft getting ready launch,1,1
success many jump modi introduced one jump mura loan meant generate job realty loan issued scheme barely enough generate job,1,1
agree let get rid modi bjp wish get kicked power return back ever many intelligent deserving le corrupt secular candidate chosen,1,1
agree problem air force creeping towards politicization something army starting vajpayee regime completed surgical strike india politicization service antithesis war preparedness modi taking india dangerous path,-1,-1
antiindia force united stop modiwhilehis agenda building new robust india agenda stop himthey modi india modi strengthening antiindia force,1,1
india vote bjp modi marker,0,0
best tejaswivery happy way modi imposing faith youth giving opportunity responsibility shine,1,1
topic covered job surgical strike modi answer cunning nda would cross mark election,0,-1
almost read narendra modi,0,0
along expected line modi cant abandon duty due code conduct outsourced eci,-1,1
also promised modi govt loan waiver,1,1
also personal problem modi work infrastructure ease business level amazing strong opposition even counter horror radical ideology also modi winning sure,1,1
always welcome modi sir action know beneficiary country,1,1
mit shah start speaking vijay sandal rally follow live update,1,0
mit shah went add modi provide national security read,0,1
building statue using,0,0
call modi supporter bath,0,1
modi,0,0
modi body period,0,0
really proud full government modi scientist force taking india highest keep working day night towards betterment nation keep,1,1
even awake yadav blind hatred modi ordo chief confirmed capability existed upa allow field testing today test launch demonstrable capacity carried successfully,1,-1
suggesting remove nyi you consists member participate discussion replace member panel anti federal approach modi dictator,0,-1
artist music unites modi divide,0,0
run daily said scientist ready last year government dont allowed also mean narendra modi also didnt allowed year waited election time,1,1
atheist vote modi got wrong base nation first,-1,-1
atleast modi hadn cared criticism around wasted public hard earned money strike drama mahagathbandhan shame,-1,-1
atleast modi playing card credit chronicle show modi col modi take step forward mission,0,1
avasaram led modi garde hope india,0,1
bank sold crore worth united brewery mcdowell henienken recover money think bank recover money nav modi kya yoga,1,1
people jump conclusion also arrested cruising criticised modi eps ops also,0,-1
believe modi fatty sorry doesnt seem logical,-1,0
modi jealous,0,-1
hai spr told next day see narendra modi playing election creating war hysteria think taking fool,0,-1
biggest threat nation pakistani certain individual party ideology within india bigger threat china today economic war going must boycott chinese product save india must vote modi,1,-1
bjp jindabadjindabad jindabadjindabad support modi india,1,1
bjp needed hire video editor actor make fake video,-1,-1
blaming modi corruption ppl decided give tmc,0,-1
boy non starter aggressive human right warrior canablism modi,0,-1
budget evidently demonstrates modi give many new opportunity assam people,1,1
biopic modi banned,0,-1
hope vote modi,0,1
educated arent bjp voter,0,0
cant take tea away from modi thats one thing man owns,-1,0
guy told after modi paid bank account mean modi failure,-1,-1
he consider thatunlike usa pseudo he home away home jihad pakistan uprising may damp squid like usa,0,1
said yesterday crowd modi rally thinning look crowd madam vara rally ayodhya,-1,0
came vision modi came jump,0,1
give one simple reason know wont agreeanyway modi mercy terroristand terrorist belongs religion,0,-1
join next govt nda govt led modi chhuchha politician may,0,1
editor quit help bureaucracy red racism involved obtaining passport amount paperwork required complicated,-1,-1
cheer peer push mention demonetization,0,1
chief minister neiphiu rio today express confidence bjp led nda government storm back power leadership narendra modi,0,1
choir modi still speaking word gujarat beloved letter photo nav modi medal scholar hai,1,1
chowkidar narendra modi deep surgical strike parivars heart make feel shame accept competent rule india,0,0
citizen support new india fighting corruption dirt terrorism poverty pledge support chowkidar india modi building new india strong secure prosperous,1,1
clue procurement process took iaf yr test point wasting time yr modi still rafael rcid ud made india per earlier agreement modi help albania take cut bjp,0,1
colour orange badge,0,0
comment thanking support modi bjp,0,1
congratulation modi huge croudnow people know clearly bjp looted speak late last year,1,1
congratulation ordo team modi,0,1
congratulation modi marker,0,1
congratulation ordo entire scientific community special thanks modi,1,1
congratulation shri narendra modi ordo together scientist,0,1
congratulation ordo scientist prime minister mariner modi huge achievement space jai hind,1,1
couldnt agree think whats happening indian medium modi gone self congratulatory mode lot academic balance going extreme staying middle,1,-1
country proud victory hand combating special thanks modi,1,1
country modi regime witnessing worst phase unemployment lowest four decade modi failed provide employment,-1,-1
country opposition party stand come modi narrative matter,0,1
course liberal unlikely learn posse necessary intellect busy blaming modi,-1,0
course want talk also walk sabha swath sabha visa proven beyond doubt last year modi guy,0,-1
court organisation state stated prime minister modi party responsible gujarat riot people trying perpetuate myth muslim fanatic ally riot started muslim terrorist,1,-1
credit go first prime minister india near letter earth spin axis modi nothing rather change india need,1,1
cry modi showed political test previous government could,1,-1
cry aunt one feel pain tear instance every video keep look like bos frequently india happy poor getting elevated look like feared listen modi jump,1,-1
data speaking many people ground time modi tsunami,1,0
dangerous madam suffered enough modi regime,-1,-1
dear prime minister narendra modi humble request taxpayer like please raise burden wrongly utilising money providing freeze name caste poverty,-1,1
dear owe explanation anyone unfortunately people suffering disease called modi phobia judge every human action pro modi modi proud giving best create awareness voting love,1,1
dedicated party worker inspired narendra modi,0,1
democracy modi modi modi,0,0
democracy system trump modi putin sarkozy islam,0,0
desk tech choke hai already modi mall albania,0,-1
desk nazi june dung mere loud kya admin hai aur kind beizzati karateka,-1,1
desperately waiting mode tweet,-1,-1
dam main toh file fir modi,0,0
gut ask modi abt mura loan lakh crore verge npa,0,0
mention scientist name say giving credit xyz scientist course meant mention modi matter say,0,1
doesnt matter party join dont forget vote modi,0,-1
doesnt need poster acknowledged advertised think modi stop still poster note party move doesnt mean respect go away,-1,-1
dont know whats going country personally believe modi ji policy baki yeah sab drama row define malta hai,0,1
dont need active sens instead common sense enough vote modi,-1,-1
dont understand calling advance joshi matter even modi fascist fascist dont allow government change election,0,-1
dont winning modi deserves second term,1,-1
dont get point last message read modi govt lied supreme court court didnt know fact giving judgement case filed supreme court soon come hearing,0,1
make person larger nation person may win country loose fist one show power miss use power man becomes power blind today sri modi become power blind destroy nation,-1,-1
waste time social medium discussion love country sleep well duty properly relax recreation like ipl day voting booth early vote modi,1,1
drama aunt trying hard pls modi waysbut know script writer odisha bjp act went away home tagging thier private meeting seems drama aunt forgot who said surgical strike terrorist attack,-1,-1
ordo started work year work minute test chest jumping modi bjp least till election couldnt strategic timing,1,0
eat bellyfulsleep tight although difficult sat haunt image modi engraved jai shri ram,-1,-1
economist found nya viablebut many time questioned modiamit shah get promised fifteen lakh indian,1,1
which bjp office bearer delhi done delhi bjp surviving col modi delhi,0,1
election election using expressing,0,0
election stunt please modi,1,1
empty chair modi meet rally,-1,-1
end debate,1,0
enough enoughmodi modi least government official stay bay politics ordo organization run indian govt get medal track field considered important sorry dont feel glad copying,1,1
entire nation proud narendra mode message scientist mission shaft high voltage sat high voltage,1,1
eros web series modi journey common man poem penned modi indian wire,-1,0
eunuch capped upa rule today theyre whining instead giving credit modi,0,1
excellent little sweet praise modi yearly innate richard fan came sonia accompanying dad meet his,1,1
fairly balanced perspective though personally quite agree say modi economy dont data prove ups economic performance better govt say contrary thank,1,1
fake view right like modi degree,-1,-1
false equivalence modi isnt ceo ordo ordo head modi temporary leader consortium company everything space research toilet building running train distant cook job smaller role success,1,1
feel bjp win may modi becomes youre gonna hardest woman planet gonna tag ask wellbeing though,1,1
first adopted jayapura sans ndash gram romana shifted focus nagepur constituency,1,0
follower fascist modi screen play declared traitor modi fake claim killing terrorist match point govt soft terrorist diversion screw street boy language ideology p drunken low recover col button p,-1,-1
asking looking communal line nobody received brainshock want see going communal see people vested interest making communal lawyer shouted jay sri ram flag rolled ball would see post certain party well justice delivered kind lacking sense urgency see pradhan seat draining cg tweet proud beta tweet twitter read sewer maintain silence atrocity order problem simple suppose daughter one winning gold medal brutally raped murdered would clarify glory one seek justice would even care know even proxy rate criminal would known make people find dimension course honorable idiot like delhi find way whataboutism stop moment think sister daughter anger hatred spite rage wrath eat sense helplessness thing raise voice citizen duty hindutva cult cult make insane hindu never full hindutva,-1,-1
every sulla modi failure nobody take sulla madrassa cap seriously,-1,-1
education aunt jee,0,0
forget corruption black money unemployment inflation talk war satellite etc modi come back,-1,-1
fuck country bjp member think nothing saying something people give vote cause got money stand election system need change,-1,-1
full year upa government full corruption nothing except thisfor type strong decision take sew accepting entire nation modi government,1,1
fyi tv supported nda president candidate even asked single road protest modisaid black flag modi democratic still tv,-1,1
get well soon rajdeep know easy digest ready another term modi,-1,1
good one scheme remonetise modi demonetised,1,1
government india nonbjp govt must order enquiry advice modi sought given abt propriety announcement today prima facie gross shameful violation,0,-1
great modi,1,1
greatest act courage courage tell truth modi fails test chest size uri pulwama sat meaningless us show courage weak shouldnt given charge poor youth farmer or suffered year,-1,1
little shame ud get confirmed sob stake pakistan instead interview modi,1,-1
haha foolish analogy struck space rigging requires political weight yes modi get credit guy burn hate,-1,1
haha right thy said wnt modi bc person make supper india soon rockstar modi,1,1
haha dont modi hai toh such bhi pumpkin hai bet wont say anything,1,1
haha modi beaten sunny leonepeople like end getting,1,1
half full modi said cache din come year whose acre din come except modi,1,0
hate modi hate radar want,-1,-1
also never heard joke educated claim modi removed poverty gujarat,0,-1
ability sat credit go modi book political decision political hope simple thing understood piddis,0,1
left india left india modi took oath serve india sick mind,-1,-1
thing large portion supporter know bjp communal give damn,1,-1
hey reason using account drug,0,0
hightech risky test whats modi spoke ordo antisatellite russia,0,-1
video regularly sponsored but also one recent video even said modi wrongly elected bc voted,-1,0
hopefully modi sonrasi,0,1
much modi earn way ind earning get linked party electoral program sometimes tweet must logically explained,1,1
huge india speed anymore sat thanks ordo thanks modi,1,1
india indian getting wanted government long ago keep modi,-1,0
india becomes elite space power mission shaft shoot leo satellite announces modi first ask proof,1,-1
india chowkidar space saying modi election speech morris today,0,0
india second optimistic globally executive job growth show survey india senior executive said optimistic growth number job role year,1,1
india space power announces modi,0,0
india test deny accept dont careindia supreme power shortly modi modi great leader world proud modi,1,1
india today antifake news war room found viral claim misleading list ever released far,1,-1
indian voter mood verify integrity capability bjp candidate constituency ensuring election vote modify india entire world looking leadership,0,1
international stance dude north korean channel say modi significant relationship china policy unknown asia lead role lost neighbour left pakistan conflict stuck exportsimports ratio skewed success,1,0
issue bad sushi aur kya hosaktee hein inlogoki hakeekath bahai ajayegina fails badly hein she dam sure modi next article scrapped sure,1,-1
almost like sharing culpa tea enough outcast,1,1
going good riddance failed modi government election time send packing lock stock barrel election unemployment data judged hidden economic data hidden rafael scam file hidden,-1,-1
like thatmodi never promised garrunaty paying lakh modi stated blackmoney returned system would equal per caput,0,1
cooling people trying divert india real issue like job farmer economy etc moon modi agenda except resorting nonissues,-1,1
gave answer another tweet politician held responsible policy decision implementation wrong everything happens rule quick assume without proof blame modi everything find one proof,1,0
like shikhar drawn others mission shaft praise high voltage finish rana,0,1
kaamdar naamdar modi say today takotara stadium new delhi kaamdars chowkidars citizen also chowkidar opponent naamdars raja maharajshe said made popular critic opponent,1,1
keep corruption going everywhere even uttar pradesh come together modi meet megarally watch live,1,0
killed innocent tree th publicity stunt election give something war hungry people,1,-1
kindly brief permission taken modi govt,0,1
kon modi bjp arent asking vote basis dharma male sign male sign kara hai bahai tho aaa para,0,0
krishna nota ppl follow also tat point pointing think lik ti forget til last breath anti modi guess shut stop mentioning ppl lik,0,-1
last desperate hope hindu never hindu found existential crisis historically crisis ought throw heroic figure modi life politics still trying figure core support base,-1,-1
leader telling people candidate constituency modi agrees candidate dummy,0,1
let correct buddy indian liberal dont trust government better know age modi ru gay uni secularism factory barbed jayegi muftkhori bandfree bryan data band saki fir raise jatayenge minority lover ham hai,1,0
let support modi election near let work,0,1
liberal like modi scared,0,-1
like modi introduced more people heart good essential thing more bangalore people expecting kind work keep touch sima,1,1
list people gave interview aap adult narendra modi mit shah लगभग every bjp minister hello one request please interview,0,1
live modi india successfully completes operation shaft today enough satellite contributing various segment agriculture disaster management communication weather navigation etc,1,-1
lmaz serial fake news pendler also space expert modi,1,-1
lok sabha election prepoll trend live update amid chant modi prime minister arrives meet rally venue,1,0
look like pio fact made public authenticity degree concerned people university support claim made modi,0,1
mahagathbandhan may say ordo chief given statement favor modi pressure please see proof article,0,1
make india stronger modi speech international community type test rare clarify india done whats problem,1,0
many many congratulation brother best modi shown faith sure people south bangalore give blessing modi hai pumpkin hai,1,1
massive gathering huge excitement start ji rally kurnool andhra pradesh crowd roaring chant modi modi,1,1
meanwhile away secretly kept chowkidar short handle modi jitega,-1,0
militant sympathizer deal stern modi via,0,0
modi,0,0
modi,-1,0
modi address nation shortly important message ndtv,1,1
modi addressing india,0,0
modi also elected keep friend say thief aka choir,0,0
modi back trending twitter visit state,0,0
modi blocked good value rupee bring back stocked money market give poor people added valued remonistation need print new rupee note use old stock,1,1
modi came humble background fact modi prime minister lal bahadur shastri seen lived poverty,-1,-1
modi cannot win election based past year performance desperately holding narrative pakistan,-1,-1
modi without lie,0,0
modi comfortable pet dog,1,1
modi congratulation great achievement country proud,1,1
modi cry public failure front responsible destruction economy peace harmony public overseeing defeated completely blaming failure opposition name calling,-1,-1
modi doesnt forget forgive anybody manor joshi heading committee gave report mode favour obviously joshi nobody courtesy inform also,0,1
modi doesnt need print poster done ground let pakistan stop forced conversion focus next installment loan come,-1,-1
modi era family outdated medicine,-1,0
